timestamp,port_congestion_level,warehouse_inventory_level,handling_equipment_availability,loading_unloading_time,weather_condition_severity,delay_probability,historical_demand
2022-02-13,7.18,573.0,0.698,3.53,0.673,0.691,1510
2022-02-14,7.61,517.0,0.703,3.26,0.602,0.69,2540
2022-02-15,7.85,624.0,0.773,3.62,0.454,0.674,3094
2022-02-16,6.05,572.0,0.732,3.6,0.597,0.662,2670
2022-02-17,5.67,541.0,0.81,3.31,0.677,0.716,2915
2022-02-18,8.52,456.0,0.661,3.58,0.528,0.643,2655
2022-02-19,7.61,600.0,0.79,3.6,0.696,0.673,1691
2022-02-20,6.56,690.0,0.707,3.24,0.685,0.613,1793
2022-02-21,8.89,686.0,0.75,3.78,0.717,0.71,2643
2022-02-22,7.49,580.0,0.782,3.4,0.575,0.716,2927
2022-02-23,8.58,574.0,0.693,3.67,0.598,0.61,3059
2022-02-24,7.5,628.0,0.779,3.56,0.675,0.617,2925
2022-02-25,9.53,556.0,0.723,3.61,0.573,0.769,3003
2022-02-26,9.25,622.0,0.688,3.55,0.472,0.723,1712
2022-02-27,7.27,646.0,0.704,3.04,0.472,0.594,1964
2022-02-28,8.52,670.0,0.631,3.22,0.535,0.705,2750
2022-03-01,8.22,604.0,0.753,3.28,0.376,0.639,3147
2022-03-02,8.97,600.0,0.642,3.84,0.485,0.741,2865
2022-03-03,6.66,567.0,0.772,3.06,0.603,0.624,3225
2022-03-04,8.34,571.0,0.72,3.82,0.268,0.655,3000
2022-03-05,8.73,602.0,0.759,3.76,0.634,0.821,1971
2022-03-06,5.94,632.0,0.766,2.6,0.587,0.625,2314
2022-03-07,6.54,660.0,0.753,3.5,0.422,0.583,2896
2022-03-08,5.7,576.0,0.823,3.38,0.517,0.611,3747
2022-03-09,7.49,691.0,0.767,3.2,0.456,0.598,3271
2022-03-10,8.5,604.0,0.746,3.83,0.572,0.789,2759
2022-03-11,9.3,617.0,0.737,3.6,0.541,0.696,3251
2022-03-12,7.89,582.0,0.665,3.61,0.297,0.582,2347
2022-03-13,9.47,499.0,0.749,3.51,0.489,0.64,2203
2022-03-14,6.47,666.0,0.801,2.76,0.403,0.63,3728
2022-03-15,6.17,659.0,0.726,3.12,0.425,0.613,3674
2022-03-16,7.83,609.0,0.731,3.53,0.338,0.577,3615
2022-03-17,8.28,628.0,0.732,3.54,0.579,0.693,3499
2022-03-18,7.88,651.0,0.736,3.22,0.501,0.561,3528
2022-03-19,5.85,548.0,0.8,3.05,0.316,0.548,2966
2022-03-20,7.84,601.0,0.815,3.65,0.25,0.608,2304
2022-03-21,6.64,668.0,0.821,3.31,0.338,0.652,3796
2022-03-22,8.62,567.0,0.662,3.78,0.414,0.603,3634
2022-03-23,8.33,645.0,0.765,3.46,0.387,0.563,3919
2022-03-24,7.03,564.0,0.826,3.76,0.482,0.563,3625
2022-03-25,7.46,656.0,0.77,3.14,0.429,0.543,3488
2022-03-26,6.92,632.0,0.816,3.53,0.44,0.663,2677
2022-03-27,7.93,554.0,0.842,3.94,0.369,0.689,2716
2022-03-28,8.95,694.0,0.772,3.93,0.19,0.622,4278
2022-03-29,7.01,600.0,0.772,3.34,0.303,0.632,3736
2022-03-30,8.5,597.0,0.782,3.54,0.421,0.646,4147
2022-03-31,7.47,649.0,0.758,3.8,0.303,0.58,4535
2022-04-01,7.21,697.0,0.757,3.01,0.352,0.57,4014
2022-04-02,7.89,590.0,0.725,3.29,0.263,0.574,2580
2022-04-03,6.96,645.0,0.839,3.27,0.185,0.469,2956
2022-04-04,7.44,664.0,0.71,3.86,0.269,0.59,4182
2022-04-05,6.8,679.0,0.841,3.47,0.305,0.563,4403
2022-04-06,9.95,654.0,0.726,3.7,0.202,0.676,4052
2022-04-07,8.02,628.0,0.67,3.51,0.237,0.593,4553
2022-04-08,7.28,606.0,0.773,3.27,0.16,0.542,4178
2022-04-09,8.19,652.0,0.631,3.42,0.359,0.574,2551
2022-04-10,7.85,595.0,0.774,3.86,0.211,0.581,3283
2022-04-11,7.74,504.0,0.79,3.14,0.378,0.645,3862
2022-04-12,8.56,673.0,0.699,4.2,0.379,0.576,4297
2022-04-13,8.7,697.0,0.732,3.99,0.212,0.608,5081
2022-04-14,7.4,535.0,0.85,3.81,0.112,0.556,4620
2022-04-15,7.34,604.0,0.728,3.33,0.0,0.484,4468
2022-04-16,7.63,686.0,0.694,3.48,0.052,0.51,3270
2022-04-17,5.59,759.0,0.862,2.69,0.055,0.49,3458
2022-04-18,6.36,658.0,0.871,3.11,0.324,0.499,4758
2022-04-19,9.23,622.0,0.716,3.99,0.191,0.633,4730
2022-04-20,9.49,650.0,0.761,4.29,0.212,0.582,4449
2022-04-21,7.58,729.0,0.815,3.18,0.0,0.581,5231
2022-04-22,8.39,629.0,0.695,3.57,0.04,0.677,4809
2022-04-23,8.1,622.0,0.714,3.58,0.242,0.549,3443
2022-04-24,10.0,639.0,0.762,3.58,0.176,0.662,3151
2022-04-25,8.87,616.0,0.807,3.95,0.126,0.555,5148
2022-04-26,7.6,671.0,0.776,3.3,0.191,0.618,4843
2022-04-27,6.75,747.0,0.721,3.29,0.292,0.498,4989
2022-04-28,6.08,683.0,0.878,3.08,0.1,0.526,4945
2022-04-29,7.87,655.0,0.716,3.34,0.123,0.517,4812
2022-04-30,6.88,654.0,0.746,3.37,0.129,0.522,3699
2022-05-01,6.19,591.0,0.793,3.17,0.343,0.503,3425
2022-05-02,6.94,714.0,0.839,3.28,0.0,0.549,5072
2022-05-03,6.48,667.0,0.813,3.08,0.16,0.485,5078
2022-05-04,9.22,663.0,0.736,3.94,0.075,0.619,5240
2022-05-05,8.39,833.0,0.755,4.17,0.137,0.562,5061
2022-05-06,7.47,689.0,0.753,3.54,0.009,0.52,5267
2022-05-07,8.93,637.0,0.749,4.08,0.064,0.588,3637
2022-05-08,7.5,654.0,0.624,3.08,0.135,0.514,3246
2022-05-09,6.53,734.0,0.755,3.35,0.369,0.58,4906
2022-05-10,8.88,683.0,0.734,3.45,0.133,0.67,5283
2022-05-11,7.86,606.0,0.685,3.13,0.0,0.497,5219
2022-05-12,6.25,725.0,0.794,3.03,0.0,0.546,5708
2022-05-13,7.07,646.0,0.748,3.77,0.0,0.587,5635
2022-05-14,6.35,774.0,0.861,3.55,0.0,0.45,4144
2022-05-15,5.81,735.0,0.863,3.23,0.0,0.401,4409
2022-05-16,8.08,659.0,0.715,3.16,0.095,0.576,5405
2022-05-17,9.03,747.0,0.712,3.75,0.0,0.543,5622
2022-05-18,5.68,687.0,0.783,3.23,0.117,0.587,5445
2022-05-19,7.61,727.0,0.725,3.57,0.056,0.541,6044
2022-05-20,6.35,709.0,0.783,2.72,0.0,0.45,6098
2022-05-21,6.48,643.0,0.733,3.03,0.0,0.437,4020
2022-05-22,6.33,654.0,0.717,3.25,0.153,0.575,3975
2022-05-23,6.02,738.0,0.811,3.37,0.062,0.465,6026
2022-05-24,6.89,671.0,0.794,2.72,0.0,0.509,5709
2022-05-25,5.97,668.0,0.74,3.15,0.0,0.527,5620
2022-05-26,7.03,641.0,0.804,3.45,0.0,0.487,5955
2022-05-27,6.67,710.0,0.735,3.59,0.0,0.498,5800
2022-05-28,6.44,793.0,0.784,3.5,0.0,0.492,4181
2022-05-29,5.73,637.0,0.826,3.32,0.169,0.54,3897
2022-05-30,6.02,692.0,0.778,2.96,0.0,0.51,5524
2022-05-31,7.3,762.0,0.777,2.89,0.0,0.508,5907
2022-06-01,7.0,688.0,0.734,3.28,0.0,0.513,6027
2022-06-02,5.48,715.0,0.781,3.4,0.0,0.446,5918
2022-06-03,6.51,640.0,0.759,3.72,0.0,0.422,6218
2022-06-04,7.12,715.0,0.72,3.64,0.0,0.526,3999
2022-06-05,4.65,685.0,0.798,3.06,0.169,0.568,3945
2022-06-06,6.82,744.0,0.686,3.48,0.0,0.46,5919
2022-06-07,5.57,754.0,0.764,2.95,0.0,0.428,6020
2022-06-08,6.75,825.0,0.751,3.31,0.0,0.459,6162
2022-06-09,5.37,725.0,0.78,3.57,0.058,0.509,5852
2022-06-10,4.28,712.0,0.802,2.57,0.0,0.451,6386
2022-06-11,4.41,706.0,0.809,3.37,0.0,0.424,4759
2022-06-12,6.04,679.0,0.803,3.11,0.048,0.445,4276
2022-06-13,6.2,714.0,0.82,3.64,0.0,0.491,6329
2022-06-14,4.99,683.0,0.768,2.58,0.0,0.371,5929
2022-06-15,6.48,706.0,0.71,3.47,0.0,0.502,6244
2022-06-16,4.13,764.0,0.765,2.6,0.154,0.498,6281
2022-06-17,5.67,648.0,0.762,2.71,0.131,0.434,6218
2022-06-18,4.48,755.0,0.793,2.96,0.0,0.358,4432
2022-06-19,4.99,764.0,0.762,3.3,0.072,0.543,3711
2022-06-20,5.64,693.0,0.722,2.87,0.0,0.439,5991
2022-06-21,4.68,593.0,0.784,2.49,0.0,0.497,6016
2022-06-22,5.1,669.0,0.807,2.99,0.0,0.445,5986
2022-06-23,6.44,764.0,0.801,3.26,0.0,0.485,6171
2022-06-24,4.81,698.0,0.776,3.13,0.0,0.466,6098
2022-06-25,6.17,650.0,0.756,3.52,0.0,0.441,4173
2022-06-26,4.15,674.0,0.771,2.81,0.009,0.433,4200
2022-06-27,5.76,742.0,0.783,3.71,0.0,0.454,6037
2022-06-28,6.62,727.0,0.725,3.39,0.0,0.433,6357
2022-06-29,2.66,688.0,0.876,2.43,0.013,0.399,6195
2022-06-30,4.28,682.0,0.725,2.37,0.0,0.415,6100
2022-07-01,5.6,680.0,0.77,3.04,0.0,0.46,6077
2022-07-02,4.77,654.0,0.82,2.85,0.0,0.383,4512
2022-07-03,5.29,781.0,0.803,3.35,0.0,0.538,4474
2022-07-04,4.27,684.0,0.949,2.99,0.0,0.472,5684
2022-07-05,4.91,761.0,0.819,2.63,0.0,0.495,6417
2022-07-06,4.61,776.0,0.758,2.97,0.0,0.423,6508
2022-07-07,5.88,750.0,0.778,3.38,0.0,0.39,5988
2022-07-08,4.92,678.0,0.713,3.44,0.0,0.545,5920
2022-07-09,4.95,720.0,0.797,3.26,0.0,0.445,4315
2022-07-10,4.15,698.0,0.775,3.06,0.0,0.387,4283
2022-07-11,4.02,654.0,0.865,2.82,0.0,0.442,6286
2022-07-12,4.03,715.0,0.792,2.92,0.011,0.481,5801
2022-07-13,4.8,640.0,0.798,3.34,0.0,0.443,5946
2022-07-14,3.94,758.0,0.789,2.39,0.0,0.482,6501
2022-07-15,4.6,675.0,0.895,2.81,0.0,0.492,6013
2022-07-16,6.33,708.0,0.757,3.04,0.0,0.436,4565
2022-07-17,5.08,712.0,0.89,3.13,0.0,0.419,4494
2022-07-18,3.83,685.0,0.864,3.14,0.077,0.478,5790
2022-07-19,5.31,727.0,0.818,2.88,0.0,0.324,6311
2022-07-20,3.65,673.0,0.845,2.01,0.0,0.402,6172
2022-07-21,1.97,740.0,0.88,2.27,0.0,0.288,6222
2022-07-22,2.96,629.0,0.745,2.87,0.0,0.365,6201
2022-07-23,2.04,702.0,0.845,2.57,0.0,0.346,4572
2022-07-24,3.52,793.0,0.872,2.83,0.0,0.388,4582
2022-07-25,3.84,645.0,0.821,2.68,0.0,0.388,6359
2022-07-26,5.45,661.0,0.721,2.71,0.0,0.409,6089
2022-07-27,4.05,720.0,0.816,2.96,0.0,0.536,5770
2022-07-28,3.46,703.0,0.916,2.44,0.045,0.506,5991
2022-07-29,4.46,711.0,0.873,3.55,0.0,0.376,6685
2022-07-30,1.38,717.0,0.869,2.45,0.095,0.439,4509
2022-07-31,3.78,724.0,0.872,2.58,0.0,0.393,4825
2022-08-01,4.27,747.0,0.796,2.67,0.0,0.434,6282
2022-08-02,1.97,712.0,0.775,2.37,0.0,0.356,6118
2022-08-03,4.55,679.0,0.763,2.84,0.0,0.404,6005
2022-08-04,3.7,724.0,0.904,3.08,0.06,0.472,5968
2022-08-05,2.91,785.0,0.828,2.64,0.201,0.434,5554
2022-08-06,3.91,683.0,0.81,2.56,0.0,0.394,4242
2022-08-07,5.51,640.0,0.775,3.67,0.027,0.405,4376
2022-08-08,3.38,743.0,0.928,2.69,0.0,0.357,5886
2022-08-09,3.4,681.0,0.913,2.91,0.0,0.32,6064
2022-08-10,2.65,578.0,0.958,2.35,0.0,0.38,6132
2022-08-11,2.22,728.0,0.848,2.55,0.0,0.307,5778
2022-08-12,3.86,659.0,0.837,2.87,0.0,0.403,5743
2022-08-13,2.14,680.0,0.781,1.86,0.173,0.467,3863
2022-08-14,3.03,701.0,0.913,3.21,0.0,0.451,4024
2022-08-15,2.44,693.0,0.793,2.88,0.0,0.372,5552
2022-08-16,3.36,718.0,0.844,2.55,0.105,0.418,5540
2022-08-17,3.18,660.0,0.782,2.31,0.0,0.489,5968
2022-08-18,3.85,707.0,0.794,2.87,0.0,0.442,5494
2022-08-19,2.27,667.0,0.813,2.48,0.038,0.359,5742
2022-08-20,2.47,716.0,0.82,2.6,0.14,0.331,3946
2022-08-21,1.73,709.0,0.838,2.4,0.092,0.39,4296
2022-08-22,2.23,631.0,0.828,2.6,0.072,0.423,5868
2022-08-23,3.02,731.0,0.881,3.04,0.06,0.371,5804
2022-08-24,3.37,650.0,0.777,2.84,0.098,0.435,5544
2022-08-25,1.66,716.0,0.878,2.02,0.084,0.348,5569
2022-08-26,3.42,693.0,0.892,3.09,0.0,0.393,5325
2022-08-27,3.88,766.0,0.797,3.27,0.079,0.308,4310
2022-08-28,2.91,662.0,0.806,3.53,0.0,0.376,3777
2022-08-29,4.34,655.0,0.802,2.53,0.094,0.498,5449
2022-08-30,1.66,670.0,0.926,2.41,0.044,0.327,5741
2022-08-31,1.17,655.0,0.886,1.61,0.352,0.408,5197
2022-09-01,0.61,709.0,0.861,2.29,0.1,0.3,5673
2022-09-02,3.86,588.0,0.847,2.61,0.0,0.434,5459
2022-09-03,2.99,615.0,0.785,3.18,0.103,0.399,4079
2022-09-04,2.26,613.0,0.889,2.22,0.174,0.356,3676
2022-09-05,2.57,713.0,0.869,2.01,0.296,0.503,4865
2022-09-06,1.14,750.0,0.862,2.09,0.076,0.396,5193
2022-09-07,4.69,659.0,0.764,2.35,0.0,0.411,5166
2022-09-08,2.36,654.0,0.809,2.7,0.229,0.441,5072
2022-09-09,2.32,665.0,0.88,1.84,0.016,0.4,5115
2022-09-10,2.92,719.0,0.903,2.59,0.117,0.443,3271
2022-09-11,2.65,614.0,0.815,1.91,0.141,0.323,3705
2022-09-12,2.38,671.0,0.875,2.38,0.166,0.455,5400
2022-09-13,1.35,707.0,0.769,2.76,0.249,0.362,5050
2022-09-14,2.6,682.0,0.819,2.63,0.118,0.384,5089
2022-09-15,3.99,666.0,0.819,2.54,0.166,0.585,4902
2022-09-16,3.44,705.0,0.786,2.68,0.198,0.458,4879
2022-09-17,3.68,519.0,0.78,2.74,0.221,0.435,3520
2022-09-18,1.56,687.0,0.835,2.45,0.223,0.281,3577
2022-09-19,1.07,619.0,0.893,1.8,0.263,0.454,4724
2022-09-20,1.93,560.0,0.852,2.56,0.311,0.353,4555
2022-09-21,2.1,676.0,0.746,1.61,0.272,0.367,4613
2022-09-22,3.13,718.0,0.731,2.44,0.285,0.434,4631
2022-09-23,0.33,641.0,0.863,1.92,0.089,0.399,4722
2022-09-24,3.55,695.0,0.852,2.9,0.259,0.497,3279
2022-09-25,1.86,727.0,0.725,2.38,0.308,0.409,3286
2022-09-26,1.58,711.0,0.843,1.89,0.34,0.431,4687
2022-09-27,0.99,726.0,0.854,1.9,0.205,0.341,4876
2022-09-28,0.35,680.0,0.962,2.13,0.215,0.36,4655
2022-09-29,2.82,646.0,0.824,2.54,0.231,0.435,4160
2022-09-30,2.07,561.0,0.878,2.24,0.348,0.48,4276
2022-10-01,0.71,627.0,0.893,2.0,0.405,0.451,3111
2022-10-02,0.71,597.0,0.779,2.35,0.268,0.399,2739
2022-10-03,1.67,746.0,0.905,2.18,0.406,0.413,4591
2022-10-04,3.67,628.0,0.837,2.71,0.335,0.514,4188
2022-10-05,1.75,642.0,0.89,3.0,0.317,0.411,4342
2022-10-06,0.51,662.0,1.0,1.67,0.315,0.324,4640
2022-10-07,1.77,636.0,0.76,1.8,0.418,0.417,3959
2022-10-08,1.75,717.0,0.951,2.59,0.382,0.433,3100
2022-10-09,0.0,600.0,0.886,1.8,0.584,0.462,2825
2022-10-10,1.98,640.0,0.875,2.3,0.278,0.406,4082
2022-10-11,1.82,592.0,0.861,2.13,0.422,0.378,3861
2022-10-12,2.75,562.0,0.824,2.47,0.324,0.45,4286
2022-10-13,3.92,597.0,0.793,3.26,0.297,0.482,3805
2022-10-14,3.2,625.0,0.852,2.88,0.389,0.483,3999
2022-10-15,1.82,604.0,0.788,2.62,0.411,0.483,2320
2022-10-16,1.0,590.0,0.918,1.77,0.696,0.52,2840
2022-10-17,4.69,553.0,0.785,2.59,0.392,0.489,3884
2022-10-18,2.19,618.0,0.8,1.59,0.304,0.396,3840
2022-10-19,2.16,546.0,0.834,2.19,0.451,0.403,3673
2022-10-20,2.14,658.0,0.92,2.71,0.223,0.444,3933
2022-10-21,2.38,624.0,0.826,2.63,0.427,0.529,4083
2022-10-22,2.05,546.0,0.877,2.34,0.445,0.435,2226
2022-10-23,1.64,602.0,0.831,2.32,0.529,0.443,2670
2022-10-24,1.69,579.0,0.904,2.13,0.553,0.535,3343
2022-10-25,2.22,632.0,0.89,2.51,0.412,0.474,3575
2022-10-26,1.74,682.0,0.958,2.58,0.453,0.465,3543
2022-10-27,1.59,520.0,0.859,1.83,0.398,0.368,3468
2022-10-28,2.43,619.0,0.885,2.58,0.368,0.48,3501
2022-10-29,2.09,604.0,0.863,2.7,0.518,0.42,2186
2022-10-30,3.88,645.0,0.887,2.65,0.366,0.433,2638
2022-10-31,0.0,621.0,0.864,2.21,0.458,0.374,3123
2022-11-01,3.52,572.0,0.867,3.55,0.405,0.457,3442
2022-11-02,3.7,592.0,0.816,2.71,0.566,0.513,3113
2022-11-03,0.4,568.0,0.889,2.2,0.697,0.379,3036
2022-11-04,2.16,660.0,0.861,2.21,0.392,0.491,3344
2022-11-05,2.16,607.0,0.869,2.49,0.343,0.49,2033
2022-11-06,1.16,700.0,0.871,2.37,0.521,0.342,2355
2022-11-07,1.82,601.0,0.874,2.42,0.541,0.512,2866
2022-11-08,1.52,568.0,0.949,2.0,0.567,0.418,3282
2022-11-09,4.41,527.0,0.861,2.94,0.506,0.576,2809
2022-11-10,3.63,512.0,0.871,3.16,0.535,0.512,2916
2022-11-11,4.0,522.0,0.797,2.93,0.598,0.541,2953
2022-11-12,3.48,613.0,0.786,2.98,0.67,0.529,1812
2022-11-13,1.66,625.0,0.914,2.26,0.376,0.486,2224
2022-11-14,2.3,520.0,0.898,2.69,0.539,0.415,2702
2022-11-15,3.35,643.0,0.907,2.75,0.602,0.552,3020
2022-11-16,1.68,573.0,0.836,2.05,0.494,0.504,3300
2022-11-17,3.65,604.0,0.815,2.83,0.764,0.598,3248
2022-11-18,2.74,676.0,0.763,2.25,0.532,0.605,2816
2022-11-19,2.64,640.0,0.828,2.34,0.596,0.472,2128
2022-11-20,3.77,581.0,0.875,2.81,0.66,0.593,1498
2022-11-21,3.54,549.0,0.806,2.8,0.55,0.511,3038
2022-11-22,2.77,485.0,0.877,2.2,0.429,0.531,2971
2022-11-23,4.33,556.0,0.804,3.18,0.575,0.545,2552
2022-11-24,2.13,581.0,0.874,2.6,0.725,0.49,2931
2022-11-25,3.87,542.0,0.765,2.56,0.592,0.6,2522
2022-11-26,3.89,584.0,0.826,2.32,0.545,0.501,1750
2022-11-27,3.03,594.0,0.69,2.56,0.726,0.466,1808
2022-11-28,3.71,578.0,0.816,2.61,0.604,0.506,2377
2022-11-29,2.18,556.0,0.775,2.47,0.59,0.514,2803
2022-11-30,4.4,597.0,0.872,2.77,0.659,0.633,2279
2022-12-01,3.33,610.0,0.872,2.06,0.725,0.551,2300
2022-12-02,3.04,533.0,0.863,2.49,0.889,0.635,2185
2022-12-03,4.66,657.0,0.883,2.84,0.737,0.519,1832
2022-12-04,2.95,581.0,0.794,2.78,0.774,0.521,1519
2022-12-05,2.29,587.0,0.942,2.25,0.61,0.476,2331
2022-12-06,2.19,621.0,0.903,2.94,0.561,0.472,2483
2022-12-07,4.4,597.0,0.8,2.31,0.673,0.571,2367
2022-12-08,2.56,632.0,0.906,2.91,0.68,0.547,2246
2022-12-09,5.65,599.0,0.732,3.06,0.564,0.56,2107
2022-12-10,1.86,553.0,0.822,2.63,0.657,0.494,2123
2022-12-11,5.68,602.0,0.756,3.16,0.716,0.612,1306
2022-12-12,4.25,526.0,0.789,3.19,0.715,0.524,2235
2022-12-13,3.99,588.0,0.767,2.68,0.731,0.56,2204
2022-12-14,3.59,581.0,0.889,2.39,0.712,0.543,2272
2022-12-15,4.58,572.0,0.795,3.34,0.634,0.556,2427
2022-12-16,4.2,576.0,0.834,2.81,0.635,0.555,2515
2022-12-17,5.39,488.0,0.764,3.14,0.569,0.579,1457
2022-12-18,4.45,554.0,0.72,3.26,0.869,0.586,1133
2022-12-19,4.53,586.0,0.823,2.6,0.693,0.638,2483
2022-12-20,4.07,589.0,0.723,2.99,0.67,0.498,2235
2022-12-21,4.43,530.0,0.808,2.71,0.601,0.517,2642
2022-12-22,4.84,644.0,0.735,2.93,0.989,0.782,1516
2022-12-23,2.88,537.0,0.942,2.6,0.589,0.452,2472
2022-12-24,3.29,629.0,0.88,2.21,0.654,0.462,2027
2022-12-25,5.43,602.0,0.797,2.85,0.739,0.648,1342
2022-12-26,4.91,548.0,0.865,3.39,0.759,0.495,2178
2022-12-27,4.61,669.0,0.765,3.19,0.795,0.585,2209
2022-12-28,4.86,520.0,0.83,2.95,0.88,0.729,1931
2022-12-29,5.24,626.0,0.805,3.12,0.75,0.53,2121
2022-12-30,4.41,630.0,0.825,2.79,0.594,0.452,2260
2022-12-31,4.22,546.0,0.879,3.25,0.674,0.487,1444
2023-01-01,5.25,650.0,0.832,2.99,0.731,0.648,1689
2023-01-02,4.12,568.0,0.832,2.89,0.907,0.661,2181
2023-01-03,5.56,595.0,0.706,3.46,0.56,0.553,2256
2023-01-04,3.5,593.0,0.782,2.47,0.819,0.603,2319
2023-01-05,6.29,574.0,0.768,3.73,0.717,0.701,2025
2023-01-06,5.78,621.0,0.789,2.7,0.782,0.719,1921
2023-01-07,5.62,620.0,0.731,3.61,0.687,0.594,1308
2023-01-08,6.39,493.0,0.893,3.17,0.612,0.499,1539
2023-01-09,7.13,646.0,0.833,3.35,0.77,0.627,1905
2023-01-10,6.53,498.0,0.8,2.74,0.76,0.626,1999
2023-01-11,3.72,633.0,0.829,2.61,0.79,0.557,2140
2023-01-12,4.34,638.0,0.803,2.56,0.69,0.559,2693
2023-01-13,5.04,527.0,0.752,2.83,0.63,0.633,1651
2023-01-14,5.74,561.0,0.789,3.11,0.533,0.642,1491
2023-01-15,6.28,527.0,0.787,3.54,0.769,0.634,1739
2023-01-16,5.09,572.0,0.736,3.08,0.727,0.653,2196
2023-01-17,6.05,567.0,0.796,3.3,0.586,0.617,2417
2023-01-18,5.16,622.0,0.789,2.7,0.627,0.583,2322
2023-01-19,5.35,649.0,0.698,2.81,0.632,0.632,2110
2023-01-20,4.61,653.0,0.765,3.46,0.528,0.547,1949
2023-01-21,5.14,556.0,0.777,2.81,0.592,0.676,1581
2023-01-22,4.76,574.0,0.899,3.45,0.558,0.482,1563
2023-01-23,5.18,500.0,0.824,2.96,0.628,0.555,2199
2023-01-24,7.26,545.0,0.688,3.45,0.592,0.63,2138
2023-01-25,5.3,634.0,0.818,3.38,0.501,0.581,2807
2023-01-26,8.93,667.0,0.644,4.17,0.863,0.804,2492
2023-01-27,6.84,525.0,0.817,3.33,0.783,0.66,2287
2023-01-28,6.58,557.0,0.745,3.2,0.577,0.541,1512
2023-01-29,5.58,586.0,0.784,3.1,0.678,0.645,1342
2023-01-30,7.18,602.0,0.823,3.54,0.69,0.691,2423
2023-01-31,5.95,548.0,0.717,3.46,0.763,0.534,2700
2023-02-01,6.69,610.0,0.696,3.34,0.559,0.612,2361
2023-02-02,9.17,566.0,0.687,4.02,0.746,0.645,1757
2023-02-03,6.56,589.0,0.821,3.8,0.579,0.579,2643
2023-02-04,7.85,618.0,0.667,3.68,0.496,0.59,1836
2023-02-05,6.04,591.0,0.638,3.3,0.698,0.661,1239
2023-02-06,6.75,570.0,0.742,2.89,0.751,0.658,2432
2023-02-07,8.6,587.0,0.756,2.93,0.876,0.669,2393
2023-02-08,6.24,589.0,0.835,3.36,0.493,0.63,2625
2023-02-09,8.72,575.0,0.702,3.72,0.679,0.626,2267
2023-02-10,7.65,581.0,0.726,3.38,0.563,0.659,2737
2023-02-11,6.42,675.0,0.829,3.36,0.678,0.588,1697
2023-02-12,7.66,624.0,0.653,3.51,0.448,0.601,1469
2023-02-13,8.03,582.0,0.72,3.95,0.464,0.659,2221
2023-02-14,7.72,632.0,0.755,3.57,0.508,0.659,2920
2023-02-15,5.56,581.0,0.811,2.89,0.589,0.652,2858
2023-02-16,6.44,657.0,0.746,3.59,0.512,0.592,2793
2023-02-17,6.96,618.0,0.763,3.33,0.637,0.651,2609
2023-02-18,7.17,595.0,0.632,3.59,0.669,0.627,1631
2023-02-19,7.9,623.0,0.709,3.44,0.621,0.67,1567
2023-02-20,7.49,523.0,0.773,3.3,0.717,0.69,2595
2023-02-21,6.01,546.0,0.731,3.23,0.592,0.594,2411
2023-02-22,7.75,544.0,0.748,3.55,0.423,0.527,2779
2023-02-23,8.01,611.0,0.762,3.75,0.676,0.692,2709
2023-02-24,7.99,692.0,0.723,3.52,0.473,0.653,3032
2023-02-25,8.55,717.0,0.738,3.16,0.619,0.646,1901
2023-02-26,8.33,639.0,0.685,3.54,0.68,0.622,2030
2023-02-27,7.98,633.0,0.73,3.83,0.562,0.726,3175
2023-02-28,7.48,518.0,0.781,3.41,0.361,0.621,3303
2023-03-01,5.92,582.0,0.79,3.11,0.413,0.549,3279
2023-03-02,8.03,571.0,0.71,3.9,0.631,0.61,2975
2023-03-03,7.84,580.0,0.755,3.35,0.476,0.589,2919
2023-03-04,7.92,604.0,0.777,3.12,0.495,0.702,2242
2023-03-05,6.4,589.0,0.67,3.23,0.557,0.61,2444
2023-03-06,6.62,515.0,0.826,3.18,0.544,0.58,3295
2023-03-07,8.77,652.0,0.708,3.46,0.496,0.688,3523
2023-03-08,7.7,562.0,0.767,3.49,0.441,0.579,2977
2023-03-09,8.44,629.0,0.791,3.84,0.425,0.713,3038
2023-03-10,7.81,721.0,0.675,3.56,0.535,0.709,3394
2023-03-11,7.83,573.0,0.708,3.66,0.498,0.611,2281
2023-03-12,8.76,493.0,0.71,4.3,0.411,0.613,2512
2023-03-13,7.32,606.0,0.714,3.36,0.538,0.496,3402
2023-03-14,7.95,677.0,0.828,3.67,0.411,0.547,3356
2023-03-15,7.41,720.0,0.709,3.33,0.332,0.522,3532
2023-03-16,7.45,562.0,0.723,3.24,0.335,0.597,3240
2023-03-17,7.59,649.0,0.758,3.34,0.306,0.573,3406
2023-03-18,8.13,602.0,0.677,3.48,0.37,0.551,2638
2023-03-19,7.44,621.0,0.731,3.6,0.514,0.612,2594
2023-03-20,9.19,760.0,0.732,4.54,0.303,0.662,3721
2023-03-21,7.05,553.0,0.742,3.2,0.396,0.617,3335
2023-03-22,7.77,642.0,0.74,3.43,0.305,0.499,3725
2023-03-23,7.52,654.0,0.723,3.49,0.337,0.587,3532
2023-03-24,9.42,686.0,0.636,4.0,0.206,0.554,4028
2023-03-25,8.17,637.0,0.753,3.71,0.328,0.656,2498
2023-03-26,9.01,649.0,0.807,4.19,0.324,0.674,2419
2023-03-27,6.5,615.0,0.771,2.57,0.39,0.528,3950
2023-03-28,8.26,649.0,0.746,2.94,0.352,0.58,3787
